Created on March	04/03/2014 09:50
Date;T1.T;T3.T;T5.T
01/01/2014 05:591599.9;283.143;288.533;292.918
01/01/2014 06:001600;283.143;288.533;292.918
01/01/2014 06:011700;283.126;288.532;292.916
01/01/2014 06:021720;283.123;288.532;292.916
01/01/2014 06:031800;283.11;288.531;292.914
01/01/2014 06:041840;283.103;288.531;292.913
01/01/2014 06:051900;283.093;288.53;292.912
01/01/2014 06:061960;283.083;288.529;292.911
01/01/2014 06:062000;283.077;288.529;292.91
01/01/2014 06:082080;283.064;288.527;292.908
01/01/2014 06:082100;283.061;288.527;292.908
01/01/2014 06:102200;283.044;288.523;292.906
01/01/2014 06:112300;283.028;288.518;292.904
01/01/2014 06:122320;283.025;288.516;292.903
01/01/2014 06:132400;283.013;288.51;292.902
01/01/2014 06:142440;283.006;288.507;292.901
01/01/2014 06:152500;282.997;288.501;292.899
01/01/2014 06:162560;282.987;288.494;292.898
01/01/2014 06:162600;282.981;288.489;292.897
01/01/2014 06:182680;282.969;288.478;292.896
01/01/2014 06:182700;282.966;288.475;292.895
01/01/2014 06:202800;282.95;288.458;292.893
01/01/2014 06:212900;282.935;288.439;292.891
01/01/2014 06:222920;282.932;288.435;292.891
01/01/2014 06:233000;282.92;288.418;292.889
01/01/2014 06:243040;282.914;288.409;292.888
01/01/2014 06:253100;282.905;288.394;292.887
01/01/2014 06:263160;282.896;288.378;292.886
01/01/2014 06:263200;282.89;288.367;292.885
01/01/2014 06:283280;282.878;288.344;292.883
01/01/2014 06:283300;282.875;288.338;292.883
01/01/2014 06:303400;282.86;288.307;292.881
01/01/2014 06:313500;282.845;288.273;292.879
01/01/2014 06:323520;282.842;288.266;292.878
01/01/2014 06:333600;282.831;288.237;292.877
01/01/2014 06:343640;282.825;288.222;292.876
01/01/2014 06:353700;282.816;288.199;292.875
01/01/2014 06:363760;282.807;288.175;292.873
01/01/2014 06:363800;282.802;288.159;292.873
01/01/2014 06:383880;282.79;288.125;292.871
01/01/2014 06:383900;282.787;288.116;292.87
01/01/2014 06:404000;282.773;288.072;292.868
01/01/2014 06:414100;282.759;288.026;292.866
01/01/2014 06:424120;282.756;288.017;292.866
01/01/2014 06:434200;282.745;287.978;292.864
01/01/2014 06:444240;282.739;287.958;292.863
01/01/2014 06:454300;282.731;287.928;292.862
01/01/2014 06:464360;282.722;287.898;292.861
01/01/2014 06:464400;282.717;287.877;292.86
01/01/2014 06:484480;282.706;287.835;292.858
01/01/2014 06:484500;282.703;287.825;292.858
01/01/2014 06:504600;282.689;287.771;292.856
01/01/2014 06:514700;282.675;287.715;292.854
01/01/2014 06:524720;282.672;287.704;292.854
01/01/2014 06:534800;282.661;287.659;292.852
01/01/2014 06:544840;282.656;287.636;292.851
01/01/2014 06:554900;282.648;287.602;292.85
01/01/2014 06:564960;282.639;287.567;292.849
01/01/2014 06:565000;282.634;287.543;292.848
01/01/2014 06:585080;282.623;287.496;292.846
01/01/2014 06:585100;282.62;287.484;292.846
01/01/2014 07:005200;282.607;287.424;292.844
01/01/2014 07:015300;282.593;287.363;292.842
01/01/2014 07:025320;282.591;287.351;292.841
01/01/2014 07:035400;282.58;287.301;292.84
01/01/2014 07:045440;282.575;287.277;292.839
01/01/2014 07:055500;282.567;287.24;292.837
01/01/2014 07:065560;282.558;287.202;292.836
01/01/2014 07:065600;282.553;287.177;292.835
01/01/2014 07:085680;282.542;287.127;292.834
01/01/2014 07:085700;282.54;287.114;292.833
01/01/2014 07:105800;282.526;287.051;292.831
01/01/2014 07:115900;282.512;286.988;292.829
01/01/2014 07:125920;282.51;286.976;292.829
01/01/2014 07:136000;282.498;286.925;292.827
01/01/2014 07:146040;282.493;286.9;292.826
01/01/2014 07:156100;282.485;286.862;292.825
01/01/2014 07:166160;282.476;286.823;292.824
01/01/2014 07:166200;282.471;286.798;292.823
01/01/2014 07:186280;282.459;286.747;292.821
01/01/2014 07:186300;282.456;286.735;292.821
01/01/2014 07:206400;282.442;286.672;292.819
01/01/2014 07:216500;282.428;286.609;292.817
01/01/2014 07:226520;282.425;286.596;292.816
01/01/2014 07:236600;282.413;286.546;292.815
01/01/2014 07:246640;282.407;286.521;292.814
01/01/2014 07:256700;282.398;286.483;292.813
01/01/2014 07:266760;282.389;286.446;292.811
01/01/2014 07:266800;282.383;286.421;292.811
01/01/2014 07:286880;282.371;286.372;292.809
01/01/2014 07:286900;282.368;286.359;292.809
01/01/2014 07:307000;282.352;286.298;292.806
01/01/2014 07:317100;282.336;286.237;292.804
01/01/2014 07:327120;282.333;286.225;292.804
01/01/2014 07:337200;282.32;286.176;292.802
01/01/2014 07:347240;282.314;286.152;292.802
01/01/2014 07:357300;282.304;286.117;292.8
01/01/2014 07:367360;282.294;286.081;292.799
01/01/2014 07:367400;282.288;286.057;292.798
01/01/2014 07:387480;282.274;286.01;292.797
01/01/2014 07:387500;282.271;285.999;292.796
01/01/2014 07:407600;282.254;285.94;292.794
01/01/2014 07:417700;282.237;285.883;292.792
01/01/2014 07:427720;282.234;285.872;292.792
01/01/2014 07:427745.4;282.229;285.857;292.791
01/01/2014 07:437800;282.22;285.855;292.79
01/01/2014 07:447840;282.213;285.855;292.789
01/01/2014 07:457900;282.202;285.855;292.788
01/01/2014 07:467960;282.191;285.856;292.787
01/01/2014 07:468000;282.184;285.856;292.786
01/01/2014 07:488080;282.17;285.856;292.784
01/01/2014 07:488100;282.166;285.856;292.784
01/01/2014 07:508200;282.148;285.857;292.782
01/01/2014 07:518300;282.129;285.857;292.78
01/01/2014 07:528320;282.125;285.857;292.779
01/01/2014 07:538400;282.11;285.858;292.778
01/01/2014 07:548440;282.103;285.858;292.777
01/01/2014 07:558500;282.091;285.858;292.776
01/01/2014 07:568560;282.08;285.858;292.774
01/01/2014 07:568600;282.072;285.858;292.774
01/01/2014 07:588680;282.056;285.859;292.772
01/01/2014 07:588700;282.052;285.859;292.771
01/01/2014 08:008800;282.033;285.859;292.769
01/01/2014 08:018900;282.013;285.859;292.767
01/01/2014 08:028920;282.009;285.859;292.767
01/01/2014 08:039000;281.993;285.859;292.765
01/01/2014 08:049040;281.985;285.859;292.764
01/01/2014 08:059100;281.973;285.859;292.763
01/01/2014 08:069160;281.96;285.859;292.762
01/01/2014 08:069200;281.952;285.86;292.761
01/01/2014 08:089280;281.935;285.86;292.76
01/01/2014 08:089300;281.931;285.86;292.759
01/01/2014 08:109400;281.91;285.86;292.757
01/01/2014 08:119500;281.888;285.86;292.755
01/01/2014 08:129520;281.884;285.86;292.755
01/01/2014 08:139600;281.866;285.86;292.753
01/01/2014 08:149640;281.858;285.86;292.752
01/01/2014 08:159700;281.844;285.86;292.751
01/01/2014 08:169760;281.83;285.86;292.75
01/01/2014 08:169800;281.821;285.86;292.749
01/01/2014 08:189880;281.803;285.86;292.747
01/01/2014 08:189900;281.798;285.86;292.747
01/01/2014 08:200000;281.775;285.86;292.745
01/01/2014 08:210100;281.751;285.86;292.743
01/01/2014 08:220120;281.746;285.86;292.742
01/01/2014 08:230200;281.726;285.86;292.741
01/01/2014 08:240240;281.716;285.86;292.74
01/01/2014 08:250300;281.701;285.86;292.739
01/01/2014 08:260360;281.686;285.86;292.737
01/01/2014 08:260400;281.676;285.86;292.737
01/01/2014 08:280480;281.656;285.86;292.735
01/01/2014 08:280500;281.65;285.86;292.734
01/01/2014 08:300600;281.624;285.86;292.732
01/01/2014 08:310700;281.598;285.86;292.73
01/01/2014 08:320720;281.593;285.86;292.73
01/01/2014 08:330800;281.571;285.86;292.728
01/01/2014 08:340840;281.56;285.86;292.728
01/01/2014 08:350900;281.544;285.86;292.726
01/01/2014 08:360960;281.527;285.86;292.725
01/01/2014 08:361000;281.516;285.86;292.724
01/01/2014 08:381080;281.494;285.86;292.723
01/01/2014 08:381100;281.488;285.86;292.722
01/01/2014 08:401200;281.46;285.86;292.72
01/01/2014 08:411300;281.432;285.86;292.718
01/01/2014 08:421320;281.426;285.86;292.718
01/01/2014 08:431400;281.403;285.86;292.716
01/01/2014 08:441440;281.391;285.86;292.715
01/01/2014 08:451500;281.374;285.86;292.714
01/01/2014 08:461560;281.356;285.86;292.713
01/01/2014 08:461600;281.344;285.86;292.712
01/01/2014 08:481680;281.321;285.86;292.71
01/01/2014 08:481700;281.315;285.86;292.71
01/01/2014 08:501800;281.285;285.86;292.708
01/01/2014 08:511900;281.256;285.86;292.706
01/01/2014 08:521920;281.25;285.86;292.705
01/01/2014 08:532000;281.226;285.86;292.704
01/01/2014 08:542040;281.214;285.86;292.703
01/01/2014 08:552100;281.196;285.86;292.702
01/01/2014 08:562160;281.179;285.86;292.7
01/01/2014 08:562200;281.167;285.86;292.7
01/01/2014 08:582280;281.143;285.86;292.698
01/01/2014 08:582300;281.137;285.86;292.698
01/01/2014 08:592364.2;281.118;285.86;292.696
01/01/2014 08:592364.5;281.118;285.86;292.696
01/01/2014 08:592364.9;281.118;285.86;292.696
01/01/2014 08:592365.3;281.118;285.86;292.696
01/01/2014 08:592365.6;281.118;285.86;292.696
01/01/2014 08:592366;281.118;285.86;292.696
01/01/2014 08:592366.3;281.118;285.86;292.696
01/01/2014 08:592366.7;281.117;285.86;292.696
01/01/2014 08:592367.1;281.117;285.86;292.696
01/01/2014 08:592367.4;281.117;285.859;292.696
01/01/2014 08:592367.8;281.117;285.859;292.696
01/01/2014 08:592368.1;281.117;285.859;292.696
01/01/2014 08:592368.5;281.117;285.859;292.696
01/01/2014 08:592368.9;281.117;285.859;292.696
01/01/2014 08:592369.2;281.117;285.859;292.696
01/01/2014 08:592369.6;281.117;285.859;292.696
01/01/2014 08:592369.9;281.116;285.859;292.696
01/01/2014 08:592370.3;281.116;285.859;292.696
01/01/2014 08:592370.7;281.116;285.859;292.696
01/01/2014 08:592371;281.116;285.858;292.696
01/01/2014 08:592371.4;281.116;285.858;292.696
01/01/2014 08:592371.7;281.116;285.858;292.696
01/01/2014 08:592372.1;281.116;285.858;292.696
01/01/2014 08:592372.5;281.116;285.858;292.696
01/01/2014 08:592372.8;281.116;285.858;292.696
01/01/2014 08:592373.2;281.116;285.858;292.696
01/01/2014 08:592373.5;281.115;285.857;292.696
01/01/2014 08:592373.9;281.115;285.857;292.696
01/01/2014 08:592374.3;281.115;285.857;292.696
01/01/2014 08:592374.6;281.115;285.857;292.696
01/01/2014 08:592375;281.115;285.857;292.696
01/01/2014 08:592375.3;281.115;285.857;292.696
01/01/2014 08:592375.7;281.115;285.856;292.696
01/01/2014 08:592376.1;281.115;285.856;292.696
01/01/2014 08:592376.4;281.115;285.856;292.696
01/01/2014 08:592376.8;281.114;285.856;292.696
01/01/2014 08:592377.1;281.114;285.856;292.696
01/01/2014 08:592377.5;281.114;285.856;292.696
01/01/2014 08:592377.9;281.114;285.855;292.696
01/01/2014 08:592378.2;281.114;285.855;292.696
01/01/2014 08:592378.6;281.114;285.855;292.696
01/01/2014 08:592378.9;281.114;285.855;292.696
01/01/2014 08:592379.3;281.114;285.855;292.696
01/01/2014 08:592379.7;281.114;285.854;292.696
01/01/2014 08:592380;281.114;285.854;292.696
01/01/2014 08:592380.4;281.113;285.854;292.696
01/01/2014 08:592380.7;281.113;285.854;292.696
01/01/2014 08:592381.1;281.113;285.854;292.696
01/01/2014 08:592381.5;281.113;285.854;292.696
01/01/2014 08:592381.8;281.113;285.853;292.696
01/01/2014 08:592382.2;281.113;285.853;292.696
01/01/2014 08:592382.5;281.113;285.853;292.696
01/01/2014 08:592382.9;281.113;285.853;292.696
01/01/2014 08:592383.3;281.113;285.853;292.696
01/01/2014 08:592383.6;281.112;285.852;292.696
01/01/2014 08:592384;281.112;285.852;292.696
01/01/2014 08:592384.3;281.112;285.852;292.696
01/01/2014 08:592384.7;281.112;285.852;292.696
01/01/2014 08:592385.1;281.112;285.852;292.696
01/01/2014 08:592385.4;281.112;285.851;292.696
01/01/2014 08:592385.8;281.112;285.851;292.696
01/01/2014 08:592386.1;281.112;285.851;292.696
01/01/2014 08:592386.5;281.112;285.851;292.696
01/01/2014 08:592386.9;281.112;285.851;292.696
01/01/2014 08:592387.2;281.111;285.85;292.696
01/01/2014 08:592387.6;281.111;285.85;292.696
01/01/2014 08:592387.9;281.111;285.85;292.696
01/01/2014 08:592388.3;281.111;285.85;292.696
01/01/2014 08:592388.7;281.111;285.85;292.696
01/01/2014 08:592389;281.111;285.849;292.696
01/01/2014 08:592389.4;281.111;285.849;292.696
01/01/2014 08:592389.7;281.111;285.849;292.696
01/01/2014 08:592390.1;281.111;285.849;292.696
01/01/2014 08:592390.5;281.11;285.849;292.696
01/01/2014 08:592390.8;281.11;285.848;292.696
01/01/2014 08:592391.2;281.11;285.848;292.696
01/01/2014 08:592391.5;281.11;285.848;292.696
01/01/2014 08:592391.9;281.11;285.848;292.696
01/01/2014 08:592392.3;281.11;285.847;292.696
01/01/2014 08:592392.6;281.11;285.847;292.696
01/01/2014 08:592393;281.11;285.847;292.696
01/01/2014 08:592393.3;281.11;285.847;292.696
01/01/2014 08:592393.7;281.109;285.847;292.696
01/01/2014 08:592394.1;281.109;285.846;292.696
01/01/2014 08:592394.4;281.109;285.846;292.696
01/01/2014 08:592394.8;281.109;285.846;292.696
01/01/2014 08:592395.1;281.109;285.846;292.696
01/01/2014 08:592395.5;281.109;285.846;292.696
01/01/2014 08:592395.9;281.109;285.845;292.696
01/01/2014 08:592396.2;281.109;285.845;292.696
01/01/2014 08:592396.6;281.109;285.845;292.696
01/01/2014 08:592396.9;281.109;285.845;292.696
01/01/2014 08:592397.3;281.108;285.844;292.696
01/01/2014 08:592397.7;281.108;285.844;292.696
01/01/2014 08:592398;281.108;285.844;292.696
01/01/2014 08:592398.4;281.108;285.844;292.696
01/01/2014 08:592398.7;281.108;285.844;292.696
01/01/2014 08:592399.1;281.108;285.843;292.696
01/01/2014 08:592399.5;281.108;285.843;292.696
01/01/2014 08:592399.8;281.108;285.843;292.696
01/01/2014 09:002400;281.108;285.843;292.696
01/01/2014 09:012500;281.078;285.781;292.693
01/01/2014 09:022520;281.072;285.769;292.693
01/01/2014 09:032600;281.049;285.721;292.691
01/01/2014 09:042640;281.038;285.698;292.691
01/01/2014 09:052700;281.02;285.662;292.689
01/01/2014 09:062760;281.003;285.627;292.688
01/01/2014 09:062800;280.992;285.604;292.687
01/01/2014 09:082880;280.969;285.559;292.686
01/01/2014 09:082900;280.964;285.547;292.685
01/01/2014 09:103000;280.936;285.491;292.683
01/01/2014 09:113100;280.908;285.436;292.681
01/01/2014 09:123120;280.903;285.425;292.681
01/01/2014 09:133200;280.882;285.382;292.679
01/01/2014 09:143240;280.871;285.361;292.678
01/01/2014 09:153300;280.855;285.329;292.677
01/01/2014 09:163360;280.84;285.297;292.676
01/01/2014 09:163400;280.829;285.277;292.675
01/01/2014 09:183480;280.809;285.235;292.673
01/01/2014 09:183500;280.804;285.225;292.673
01/01/2014 09:203600;280.779;285.174;292.671
01/01/2014 09:213700;280.755;285.125;292.669
01/01/2014 09:223720;280.75;285.115;292.668
01/01/2014 09:233800;280.731;285.076;292.667
01/01/2014 09:243840;280.722;285.056;292.666
01/01/2014 09:253900;280.708;285.028;292.665
01/01/2014 09:263960;280.695;284.999;292.664
01/01/2014 09:264000;280.686;284.98;292.663
01/01/2014 09:284080;280.668;284.943;292.661
01/01/2014 09:284100;280.664;284.934;292.661
01/01/2014 09:304200;280.643;284.888;292.659
01/01/2014 09:314300;280.622;284.844;292.657
01/01/2014 09:324320;280.618;284.835;292.656
01/01/2014 09:334400;280.602;284.8;292.655
01/01/2014 09:344440;280.594;284.782;292.654
01/01/2014 09:354500;280.583;284.757;292.653
01/01/2014 09:364560;280.572;284.731;292.651
01/01/2014 09:364600;280.564;284.714;292.65
01/01/2014 09:384680;280.55;284.681;292.649
01/01/2014 09:384700;280.546;284.673;292.648
01/01/2014 09:404800;280.529;284.632;292.646
01/01/2014 09:404858;280.519;284.609;292.645
01/01/2014 09:414900;280.512;284.608;292.644
01/01/2014 09:424920;280.508;284.608;292.644
01/01/2014 09:435000;280.495;284.61;292.642
01/01/2014 09:445040;280.489;284.611;292.641
01/01/2014 09:455100;280.48;284.612;292.64
01/01/2014 09:465160;280.47;284.613;292.639
01/01/2014 09:465200;280.464;284.614;292.638
01/01/2014 09:485280;280.453;284.615;292.637
01/01/2014 09:485300;280.45;284.616;292.636
01/01/2014 09:505400;280.435;284.618;292.634
01/01/2014 09:515500;280.422;284.62;292.632
01/01/2014 09:525520;280.419;284.62;292.632
01/01/2014 09:535600;280.408;284.622;292.63
01/01/2014 09:545640;280.403;284.622;292.629
01/01/2014 09:555700;280.395;284.623;292.628
01/01/2014 09:565760;280.387;284.624;292.627
01/01/2014 09:565800;280.382;284.625;292.626
01/01/2014 09:585880;280.372;284.627;292.624
01/01/2014 09:585900;280.37;284.627;292.624
01/01/2014 09:595964.2;280.362;284.628;292.623
01/01/2014 09:595964.5;280.362;284.628;292.623
01/01/2014 09:595964.9;280.362;284.628;292.623
01/01/2014 09:595965.3;280.362;284.628;292.623
01/01/2014 09:595965.6;280.362;284.628;292.623
01/01/2014 09:595966;280.362;284.628;292.623
01/01/2014 09:595966.3;280.362;284.628;292.623
01/01/2014 09:595966.7;280.362;284.628;292.623
01/01/2014 09:595967.1;280.362;284.628;292.623
01/01/2014 09:595967.4;280.362;284.628;292.623
01/01/2014 09:595967.8;280.362;284.628;292.622
01/01/2014 09:595968.1;280.362;284.628;292.622
01/01/2014 09:595968.5;280.362;284.628;292.622
01/01/2014 09:595968.9;280.362;284.628;292.622
01/01/2014 09:595969.2;280.361;284.628;292.622
01/01/2014 09:595969.6;280.361;284.627;292.622
01/01/2014 09:595969.9;280.361;284.627;292.622
01/01/2014 09:595970.3;280.361;284.627;292.622
01/01/2014 09:595970.7;280.361;284.627;292.622
01/01/2014 09:595971;280.361;284.627;292.622
01/01/2014 09:595971.4;280.361;284.627;292.622
01/01/2014 09:595971.7;280.361;284.627;292.622
01/01/2014 09:595972.1;280.361;284.627;292.622
01/01/2014 09:595972.5;280.361;284.627;292.622
01/01/2014 09:595972.8;280.361;284.627;292.622
01/01/2014 09:595973.2;280.361;284.627;292.622
01/01/2014 09:595973.5;280.361;284.627;292.622
01/01/2014 09:595973.9;280.361;284.626;292.622
01/01/2014 09:595974.3;280.361;284.626;292.622
01/01/2014 09:595974.6;280.361;284.626;292.622
01/01/2014 09:595975;280.361;284.626;292.622
01/01/2014 09:595975.3;280.361;284.626;292.622
01/01/2014 09:595975.7;280.361;284.626;292.622
01/01/2014 09:595976.1;280.361;284.626;292.622
01/01/2014 09:595976.4;280.361;284.626;292.622
01/01/2014 09:595976.8;280.361;284.626;292.622
01/01/2014 09:595977.1;280.361;284.626;292.622
01/01/2014 09:595977.5;280.36;284.626;292.622
01/01/2014 09:595977.9;280.36;284.626;292.622
01/01/2014 09:595978.2;280.36;284.626;292.622
01/01/2014 09:595978.6;280.36;284.625;292.622
01/01/2014 09:595978.9;280.36;284.625;292.622
01/01/2014 09:595979.3;280.36;284.625;292.622
01/01/2014 09:595979.7;280.36;284.625;292.622
01/01/2014 09:595980;280.36;284.625;292.622
01/01/2014 09:595980.4;280.36;284.625;292.622
01/01/2014 09:595980.7;280.36;284.625;292.622
01/01/2014 09:595981.1;280.36;284.625;292.622
01/01/2014 09:595981.5;280.36;284.625;292.622
01/01/2014 09:595981.8;280.36;284.625;292.622
01/01/2014 09:595982.2;280.36;284.625;292.622
01/01/2014 09:595982.5;280.36;284.625;292.622
01/01/2014 09:595982.9;280.36;284.625;292.622
01/01/2014 09:595983.3;280.36;284.625;292.622
01/01/2014 09:595983.6;280.36;284.624;292.622
01/01/2014 09:595984;280.36;284.624;292.622
01/01/2014 09:595984.3;280.36;284.624;292.622
01/01/2014 09:595984.7;280.36;284.624;292.622
01/01/2014 09:595985.1;280.36;284.624;292.622
01/01/2014 09:595985.4;280.36;284.624;292.622
01/01/2014 09:595985.8;280.359;284.624;292.622
01/01/2014 09:595986.1;280.359;284.624;292.622
01/01/2014 09:595986.5;280.359;284.624;292.622
01/01/2014 09:595986.9;280.359;284.624;292.622
01/01/2014 09:595987.2;280.359;284.624;292.622
01/01/2014 09:595987.6;280.359;284.624;292.622
01/01/2014 09:595987.9;280.359;284.624;292.622
01/01/2014 09:595988.3;280.359;284.624;292.622
01/01/2014 09:595988.7;280.359;284.624;292.622
01/01/2014 09:595989;280.359;284.624;292.622
01/01/2014 09:595989.4;280.359;284.624;292.622
01/01/2014 09:595989.7;280.359;284.624;292.622
01/01/2014 09:595990.1;280.359;284.624;292.622
01/01/2014 09:595990.5;280.359;284.624;292.622
01/01/2014 09:595990.8;280.359;284.624;292.622
01/01/2014 09:595991.2;280.359;284.624;292.622
01/01/2014 09:595991.5;280.359;284.624;292.622
01/01/2014 09:595991.9;280.359;284.624;292.622
01/01/2014 09:595992.3;280.359;284.623;292.622
01/01/2014 09:595992.6;280.359;284.623;292.622
01/01/2014 09:595993;280.359;284.623;292.622
01/01/2014 09:595993.3;280.359;284.623;292.622
01/01/2014 09:595993.7;280.359;284.623;292.622
01/01/2014 09:595994.1;280.358;284.623;292.622
01/01/2014 09:595994.4;280.358;284.623;292.622
01/01/2014 09:595994.8;280.358;284.623;292.622
01/01/2014 09:595995.1;280.358;284.623;292.622
01/01/2014 09:595995.5;280.358;284.623;292.622
01/01/2014 09:595995.9;280.358;284.623;292.622
01/01/2014 09:595996.2;280.358;284.623;292.622
