Time,T1.T,T3.T,T5.T
757600,288.259,291.015,293.538
757680,288.204,291.015,293.536
757700,288.19,291.015,293.536
757700,288.19,291.015,293.536
757800,288.121,291.015,293.534
757800,288.121,291.015,293.534
757800,288.121,291.015,293.534
757900,288.051,291.014,293.532
757900,288.051,291.014,293.532
757920,288.037,291.014,293.532
758000,287.982,291.014,293.53
758000,287.982,291.014,293.53
758040,287.954,291.014,293.529
758100,287.913,291.014,293.528
758100,287.913,291.014,293.528
758160,287.872,291.014,293.527
758200,287.844,291.014,293.526
758200,287.844,291.014,293.526
758280,287.789,291.014,293.525
758300,287.775,291.014,293.524
758300,287.775,291.014,293.524
758400,287.707,291.014,293.522
758400,287.707,291.014,293.522
758400,287.707,291.014,293.522
758500,287.638,291.013,293.52
758500,287.638,291.013,293.52
758520,287.625,291.013,293.52
758600,287.57,291.013,293.518
758600,287.57,291.013,293.518
758640,287.543,291.013,293.517
758700,287.502,291.013,293.516
758700,287.502,291.013,293.516
758760,287.461,291.013,293.515
758800,287.434,291.013,293.514
758800,287.434,291.013,293.514
758880,287.379,291.013,293.513
758900,287.366,291.013,293.512
758900,287.366,291.013,293.512
759000,287.298,291.013,293.51
759000,287.298,291.013,293.51
759000,287.298,291.013,293.51
759100,287.23,291.013,293.508
759100,287.23,291.013,293.508
759120,287.217,291.013,293.508
759200,287.162,291.013,293.506
759200,287.162,291.013,293.506
759240,287.135,291.013,293.505
759300,287.095,291.013,293.504
759300,287.095,291.013,293.504
759360,287.055,291.012,293.503
759400,287.028,291.012,293.502
759400,287.028,291.012,293.502
759480,286.974,291.012,293.501
759500,286.96,291.012,293.5
759500,286.96,291.012,293.5
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759564,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.917,291.012,293.499
759565,286.916,291.012,293.499
759565,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759566,286.916,291.012,293.499
759567,286.916,291.012,293.499
759567,286.916,291.012,293.499
759567,286.915,291.012,293.499
759567,286.915,291.012,293.499
759567,286.915,291.012,293.499
759567,286.915,291.012,293.499
759567,286.915,291.012,293.499
759567,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.915,291.012,293.499
759568,286.914,291.012,293.499
759568,286.914,291.012,293.499
759568,286.914,291.012,293.499
759568,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759569,286.914,291.012,293.499
759570,286.914,291.012,293.499
759570,286.914,291.012,293.499
759570,286.913,291.012,293.499
759570,286.913,291.012,293.499
759570,286.913,291.012,293.499
759570,286.913,291.012,293.499
759570,286.913,291.012,293.499
759570,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.913,291.012,293.499
759571,286.912,291.012,293.499
759571,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759572,286.912,291.012,293.499
759573,286.912,291.012,293.499
759573,286.912,291.012,293.499
759573,286.911,291.012,293.499
759573,286.911,291.012,293.499
759573,286.911,291.012,293.499
759573,286.911,291.012,293.499
759573,286.911,291.012,293.499
759573,286.911,291.012,293.499
759574,286.911,291.013,293.499
759574,286.911,291.013,293.499
759574,286.911,291.013,293.499
759574,286.911,291.013,293.499
759574,286.911,291.013,293.499
759574,286.911,291.013,293.499
759574,286.91,291.013,293.499
759574,286.91,291.013,293.499
759574,286.91,291.013,293.499
759574,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759575,286.91,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759576,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.909,291.013,293.499
759577,286.908,291.013,293.499
759577,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759578,286.908,291.013,293.499
759579,286.908,291.013,293.499
759579,286.908,291.013,293.499
759579,286.907,291.013,293.499
759579,286.907,291.013,293.499
759579,286.907,291.013,293.499
759579,286.907,291.013,293.499
759579,286.907,291.013,293.499
759579,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.907,291.013,293.499
759580,286.906,291.013,293.499
759580,286.906,291.013,293.499
759580,286.906,291.013,293.499
759580,286.906,291.013,293.499
759581,286.906,291.013,293.499
759581,286.906,291.013,293.499
759581,286.906,291.013,293.498
759581,286.906,291.013,293.498
759581,286.906,291.013,293.498
759581,286.906,291.013,293.498
759581,286.906,291.013,293.498
759581,286.906,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759582,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.905,291.013,293.498
759583,286.904,291.013,293.498
759583,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759584,286.904,291.013,293.498
759585,286.904,291.013,293.498
759585,286.904,291.013,293.498
759585,286.903,291.013,293.498
759585,286.903,291.013,293.498
759585,286.903,291.013,293.498
759585,286.903,291.013,293.498
759585,286.903,291.013,293.498
759585,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.903,291.013,293.498
759586,286.902,291.013,293.498
759586,286.902,291.013,293.498
759586,286.902,291.013,293.498
759586,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759587,286.902,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759588,286.901,291.013,293.498
759589,286.901,291.013,293.498
759589,286.901,291.013,293.498
759589,286.901,291.013,293.498
759589,286.901,291.013,293.498
759589,286.9,291.013,293.498
759589,286.9,291.013,293.498
759589,286.9,291.013,293.498
759589,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759590,286.9,291.013,293.498
759591,286.9,291.013,293.498
759591,286.9,291.013,293.498
759591,286.899,291.013,293.498
759591,286.899,291.013,293.498
759591,286.899,291.013,293.498
759591,286.899,291.013,293.498
759591,286.899,291.013,293.498
759591,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.899,291.013,293.498
759592,286.898,291.013,293.498
759592,286.898,291.013,293.498
759592,286.898,291.013,293.498
759592,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.013,293.498
759593,286.898,291.014,293.498
759593,286.898,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759594,286.897,291.014,293.498
759595,286.897,291.014,293.498
759595,286.897,291.014,293.498
759595,286.897,291.014,293.498
759595,286.897,291.014,293.498
759595,286.896,291.014,293.498
759595,286.896,291.014,293.498
759595,286.896,291.014,293.498
759595,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759596,286.896,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759597,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.895,291.014,293.498
759598,286.894,291.014,293.498
759598,286.894,291.014,293.498
759598,286.894,291.014,293.498
759598,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759599,286.894,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759600,286.893,291.014,293.498
759700,286.826,291.013,293.496
759700,286.826,291.013,293.496
759720,286.813,291.013,293.496
759800,286.759,291.012,293.494
759800,286.759,291.012,293.494
759840,286.732,291.011,293.493
759900,286.692,291.01,293.492
759900,286.692,291.01,293.492
759960,286.652,291.008,293.491
760000,286.626,291.006,293.49
760000,286.626,291.006,293.49
760080,286.572,291.001,293.488
760100,286.559,290.999,293.488
760100,286.559,290.999,293.488
760200,286.493,290.988,293.486
760200,286.493,290.988,293.486
760200,286.493,290.988,293.486
760300,286.426,290.972,293.484
760300,286.426,290.972,293.484
760320,286.413,290.968,293.484
760400,286.36,290.951,293.482
760400,286.36,290.951,293.482
760440,286.334,290.941,293.481
760500,286.294,290.925,293.48
760500,286.294,290.925,293.48
760560,286.254,290.906,293.479
760600,286.228,290.893,293.478
760600,286.228,290.893,293.478
760680,286.175,290.864,293.476
760700,286.162,290.856,293.476
760700,286.162,290.856,293.476
760800,286.096,290.812,293.474
760800,286.096,290.812,293.474
760800,286.096,290.812,293.474
760900,286.031,290.764,293.472
760900,286.031,290.764,293.472
760920,286.018,290.753,293.471
761000,285.965,290.709,293.47
761000,285.965,290.709,293.47
761040,285.939,290.686,293.469
761100,285.9,290.649,293.468
761100,285.9,290.649,293.468
761160,285.861,290.611,293.467
761200,285.835,290.584,293.466
761200,285.835,290.584,293.466
761280,285.783,290.528,293.464
761300,285.77,290.514,293.464
761300,285.77,290.514,293.464
761400,285.705,290.439,293.462
761400,285.705,290.439,293.462
761400,285.705,290.439,293.462
761500,285.64,290.359,293.46
761500,285.64,290.359,293.46
761520,285.627,290.342,293.459
761600,285.575,290.274,293.458
761600,285.575,290.274,293.458
761640,285.549,290.24,293.457
761700,285.51,290.186,293.456
761700,285.51,290.186,293.456
761760,285.472,290.131,293.454
761800,285.446,290.094,293.453
761800,285.446,290.094,293.453
761880,285.394,290.017,293.452
761900,285.381,289.998,293.451
761900,285.381,289.998,293.451
762000,285.317,289.899,293.449
762000,285.317,289.899,293.449
762000,285.317,289.899,293.449
762100,285.253,289.796,293.447
762100,285.253,289.796,293.447
762120,285.24,289.775,293.447
762200,285.189,289.691,293.445
762200,285.189,289.691,293.445
762240,285.163,289.649,293.445
762300,285.125,289.584,293.443
762300,285.125,289.584,293.443
762360,285.087,289.518,293.442
762400,285.061,289.474,293.441
762400,285.061,289.474,293.441
762480,285.01,289.385,293.44
762500,284.998,289.362,293.439
762500,284.998,289.362,293.439
762600,284.934,289.249,293.437
762600,284.934,289.249,293.437
762600,284.934,289.249,293.437
762700,284.871,289.135,293.435
762700,284.871,289.135,293.435
762720,284.858,289.111,293.435
762800,284.807,289.019,293.433
762800,284.807,289.019,293.433
762840,284.782,288.972,293.432
762900,284.744,288.902,293.431
762900,284.744,288.902,293.431
762960,284.707,288.832,293.43
763000,284.681,288.784,293.429
763000,284.681,288.784,293.429
763080,284.631,288.69,293.427
763100,284.618,288.667,293.427
763100,284.618,288.667,293.427
763200,284.556,288.548,293.425
763200,284.556,288.548,293.425
763200,284.556,288.548,293.425
763287,284.501,288.445,293.423
763287,284.501,288.445,293.423
763300,284.493,288.439,293.423
763300,284.493,288.439,293.423
763320,284.48,288.439,293.422
763400,284.43,288.437,293.421
763400,284.43,288.437,293.421
763440,284.405,288.436,293.42
763500,284.368,288.434,293.419
763500,284.368,288.434,293.419
763560,284.331,288.433,293.418
763600,284.306,288.432,293.417
763600,284.306,288.432,293.417
763680,284.256,288.43,293.415
763700,284.244,288.429,293.415
763700,284.244,288.429,293.415
763800,284.182,288.427,293.413
763800,284.182,288.427,293.413
763800,284.182,288.427,293.413
763900,284.121,288.424,293.411
763900,284.121,288.424,293.411
763920,284.109,288.423,293.41
764000,284.06,288.421,293.409
764000,284.06,288.421,293.409
764040,284.035,288.42,293.408
764100,283.999,288.418,293.406
764100,283.999,288.418,293.406
764160,283.962,288.417,293.405
764200,283.938,288.416,293.404
764200,283.938,288.416,293.404
764280,283.89,288.413,293.403
764300,283.878,288.413,293.402
764300,283.878,288.413,293.402
764400,283.818,288.41,293.4
764400,283.818,288.41,293.4
764400,283.818,288.41,293.4
764500,283.758,288.407,293.398
764500,283.758,288.407,293.398
764520,283.746,288.406,293.398
764600,283.699,288.404,293.396
764600,283.699,288.404,293.396
764640,283.675,288.403,293.395
764700,283.64,288.401,293.394
764700,283.64,288.401,293.394
764760,283.605,288.399,293.393
764800,283.581,288.398,293.392
764800,283.581,288.398,293.392
764880,283.535,288.396,293.391
764900,283.523,288.395,293.39
764900,283.523,288.395,293.39
765000,283.465,288.392,293.388
765000,283.465,288.392,293.388
765000,283.465,288.392,293.388
765100,283.408,288.389,293.386
765100,283.408,288.389,293.386
765120,283.396,288.388,293.386
765200,283.35,288.386,293.384
765200,283.35,288.386,293.384
765240,283.327,288.385,293.383
765300,283.293,288.383,293.382
765300,283.293,288.383,293.382
765360,283.259,288.381,293.381
765400,283.237,288.38,293.38
765400,283.237,288.38,293.38
765480,283.192,288.377,293.378
765500,283.181,288.377,293.378
765500,283.181,288.377,293.378
765600,283.125,288.374,293.376
765600,283.125,288.374,293.376
765600,283.125,288.374,293.376
765700,283.069,288.37,293.374
765700,283.069,288.37,293.374
765720,283.058,288.37,293.373
765800,283.014,288.367,293.372
765800,283.014,288.367,293.372
765840,282.992,288.366,293.371
765900,282.959,288.364,293.37
765900,282.959,288.364,293.37
765960,282.926,288.363,293.368
766000,282.904,288.361,293.368
766000,282.904,288.361,293.368
766080,282.861,288.359,293.366
766100,282.85,288.358,293.366
766100,282.85,288.358,293.366
766200,282.796,288.355,293.364
766200,282.796,288.355,293.364
766200,282.796,288.355,293.364
766300,282.742,288.352,293.362
766300,282.742,288.352,293.362
766320,282.731,288.352,293.361
766400,282.688,288.349,293.359
766400,282.688,288.349,293.359
766440,282.667,288.348,293.359
766500,282.634,288.346,293.357
766500,282.634,288.346,293.357
766560,282.602,288.344,293.356
766600,282.581,288.343,293.355
766600,282.581,288.343,293.355
766680,282.539,288.341,293.354
766700,282.528,288.34,293.353
766700,282.528,288.34,293.353
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766800,282.475,288.337,293.351
766801,282.475,288.337,293.351
766801,282.475,288.337,293.351
766801,282.474,288.337,293.351
766801,282.474,288.337,293.351
766801,282.474,288.337,293.351
766801,282.474,288.337,293.351
766801,282.474,288.337,293.351
766801,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766802,282.474,288.337,293.351
766803,282.474,288.337,293.351
766803,282.474,288.337,293.351
766803,282.473,288.337,293.351
766803,282.473,288.337,293.351
766803,282.473,288.337,293.351
766803,282.473,288.337,293.351
766803,282.473,288.336,293.351
766803,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766804,282.473,288.336,293.351
766805,282.472,288.336,293.351
766805,282.472,288.336,293.351
766805,282.472,288.336,293.351
766805,282.472,288.336,293.351
766805,282.472,288.335,293.351
766805,282.472,288.335,293.351
766805,282.472,288.335,293.351
766805,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766806,282.472,288.335,293.351
766807,282.471,288.335,293.351
766807,282.471,288.335,293.351
766807,282.471,288.334,293.351
766807,282.471,288.334,293.351
766807,282.471,288.334,293.351
766807,282.471,288.334,293.351
766807,282.471,288.334,293.351
766807,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766808,282.471,288.334,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766809,282.47,288.333,293.351
766810,282.47,288.333,293.351
766810,282.47,288.333,293.351
766810,282.47,288.333,293.351
766810,282.47,288.333,293.351
766810,282.47,288.332,293.351
766810,282.47,288.332,293.351
766810,282.47,288.332,293.351
766810,282.47,288.332,293.351
766810,282.469,288.332,293.351
766810,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766811,282.469,288.332,293.351
766812,282.469,288.331,293.351
766812,282.469,288.331,293.351
766812,282.469,288.331,293.351
766812,282.469,288.331,293.351
766812,282.469,288.331,293.351
766812,282.469,288.331,293.351
766812,282.468,288.331,293.351
766812,282.468,288.331,293.351
766813,282.468,288.331,293.351
766813,282.468,288.331,293.351
766813,282.468,288.331,293.351
766813,282.468,288.331,293.351
766813,282.468,288.33,293.351
766813,282.468,288.33,293.351
766813,282.468,288.33,293.351
766813,282.468,288.33,293.351
766814,282.468,288.33,293.351
766814,282.468,288.33,293.351
766814,282.468,288.33,293.351
766814,282.468,288.33,293.351
766814,282.467,288.33,293.351
766814,282.467,288.33,293.351
766814,282.467,288.33,293.351
766814,282.467,288.33,293.351
766815,282.467,288.33,293.351
766815,282.467,288.33,293.351
766815,282.467,288.329,293.351
766815,282.467,288.329,293.351
766815,282.467,288.329,293.351
766815,282.467,288.329,293.351
766815,282.467,288.329,293.351
766815,282.467,288.329,293.351
766816,282.467,288.329,293.351
766816,282.467,288.329,293.351
766816,282.467,288.329,293.351
766816,282.467,288.329,293.351
766816,282.466,288.329,293.351
766816,282.466,288.329,293.351
766816,282.466,288.329,293.351
766816,282.466,288.329,293.351
766816,282.466,288.328,293.351
766816,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766817,282.466,288.328,293.351
766818,282.466,288.328,293.351
766818,282.466,288.328,293.351
766818,282.465,288.328,293.351
766818,282.465,288.328,293.351
766818,282.465,288.328,293.351
766818,282.465,288.328,293.351
766818,282.465,288.327,293.351
766818,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766819,282.465,288.327,293.351
766820,282.465,288.327,293.351
766820,282.465,288.327,293.351
766820,282.464,288.327,293.351
766820,282.464,288.327,293.351
766820,282.464,288.327,293.351
766820,282.464,288.327,293.351
766820,282.464,288.326,293.351
766820,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766821,282.464,288.326,293.351
766822,282.464,288.326,293.351
766822,282.464,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766822,282.463,288.326,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766823,282.463,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766824,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.325,293.351
766825,282.462,288.324,293.351
766825,282.462,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766826,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.461,288.324,293.351
766827,282.46,288.324,293.351
766827,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766828,282.46,288.324,293.351
766829,282.46,288.324,293.351
766829,282.46,288.324,293.351
766829,282.46,288.323,293.351
766829,282.46,288.323,293.351
766829,282.459,288.323,293.351
766829,282.459,288.323,293.351
766829,282.459,288.323,293.351
766829,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766830,282.459,288.323,293.351
766831,282.459,288.323,293.351
766831,282.459,288.323,293.351
766831,282.459,288.323,293.351
766831,282.459,288.323,293.351
766831,282.458,288.323,293.351
766831,282.458,288.323,293.351
766831,282.458,288.323,293.351
766831,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766832,282.458,288.323,293.351
766833,282.458,288.323,293.351
766833,282.458,288.323,293.351
766833,282.458,288.323,293.351
766833,282.458,288.323,293.351
766833,282.457,288.323,293.351
766833,282.457,288.323,293.351
766833,282.457,288.323,293.351
766833,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766834,282.457,288.323,293.351
766835,282.457,288.323,293.351
766835,282.457,288.323,293.351
766835,282.456,288.323,293.351
766835,282.456,288.323,293.351
766835,282.456,288.323,293.351
766835,282.456,288.323,293.351
766835,282.456,288.323,293.351
766835,282.456,288.323,293.351
766836,282.456,288.323,293.351
766836,282.456,288.323,293.351
766836,282.456,288.323,293.351
766836,282.456,288.323,293.351
766836,282.456,288.323,293.351
766836,282.456,288.323,293.351
766900,282.422,288.321,293.349
766900,282.422,288.321,293.349
766920,282.411,288.32,293.349
767000,282.369,288.318,293.347
767000,282.369,288.318,293.347
767040,282.348,288.317,293.346
767100,282.316,288.315,293.345
767100,282.316,288.315,293.345
767160,282.285,288.313,293.344
767200,282.264,288.312,293.343
767200,282.264,288.312,293.343
767280,282.221,288.31,293.341
767300,282.211,288.309,293.341
767300,282.211,288.309,293.341
767400,282.158,288.306,293.339
767400,282.158,288.306,293.339
767400,282.158,288.306,293.339
767500,282.105,288.304,293.337
767500,282.105,288.304,293.337
767520,282.095,288.303,293.337
767600,282.052,288.301,293.335
767600,282.052,288.301,293.335
767640,282.031,288.3,293.334
767700,281.999,288.298,293.333
767700,281.999,288.298,293.333
767760,281.968,288.296,293.332
767800,281.946,288.295,293.331
767800,281.946,288.295,293.331
767880,281.904,288.293,293.329
767900,281.893,288.292,293.329
767900,281.893,288.292,293.329
768000,281.84,288.29,293.327
768000,281.84,288.29,293.327
768000,281.84,288.29,293.327
768100,281.787,288.287,293.325
768100,281.787,288.287,293.325
768120,281.776,288.287,293.324
768200,281.733,288.284,293.323
768200,281.733,288.284,293.323
768240,281.712,288.283,293.322
768300,281.68,288.282,293.321
768300,281.68,288.282,293.321
768360,281.647,288.28,293.319
768400,281.626,288.279,293.319
768400,281.626,288.279,293.319
768480,281.583,288.277,293.317
768500,281.572,288.276,293.317
768500,281.572,288.276,293.317
768600,281.518,288.274,293.314
768600,281.518,288.274,293.314
768600,281.518,288.274,293.314
768700,281.464,288.271,293.312
768700,281.464,288.271,293.312
768720,281.453,288.271,293.312
768800,281.41,288.269,293.31
768800,281.41,288.269,293.31
768840,281.388,288.268,293.31
768900,281.355,288.266,293.308
768900,281.355,288.266,293.308
768960,281.323,288.265,293.307
769000,281.301,288.264,293.306
769000,281.301,288.264,293.306
