Time,T1.T,T3.T,T5.T
307786,303.558,287.083,291.938
307786,303.558,287.083,291.938
307786,303.558,287.083,291.938
307786,303.558,287.083,291.938
307786,303.558,287.083,291.938
307786,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307787,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.558,287.083,291.938
307788,303.559,287.084,291.938
307788,303.559,287.084,291.938
307788,303.559,287.084,291.938
307788,303.559,287.084,291.938
307788,303.559,287.084,291.938
307788,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307789,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.559,287.084,291.938
307790,303.56,287.084,291.938
307790,303.56,287.084,291.938
307790,303.56,287.084,291.939
307790,303.56,287.084,291.939
307791,303.56,287.084,291.939
307791,303.56,287.084,291.939
307791,303.56,287.084,291.939
307791,303.56,287.084,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307791,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.56,287.085,291.939
307792,303.561,287.085,291.939
307792,303.561,287.085,291.939
307792,303.561,287.085,291.939
307792,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307793,303.561,287.085,291.939
307794,303.561,287.085,291.939
307794,303.561,287.085,291.939
307794,303.561,287.086,291.939
307794,303.561,287.086,291.939
307794,303.561,287.086,291.939
307794,303.561,287.086,291.939
307794,303.561,287.086,291.939
307794,303.561,287.086,291.939
307794,303.562,287.086,291.939
307794,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307795,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.562,287.086,291.939
307796,303.563,287.086,291.939
307796,303.563,287.086,291.939
307797,303.563,287.086,291.939
307797,303.563,287.086,291.939
307797,303.563,287.087,291.939
307797,303.563,287.087,291.939
307797,303.563,287.087,291.939
307797,303.563,287.087,291.939
307797,303.563,287.087,291.94
307797,303.563,287.087,291.94
307797,303.563,287.087,291.94
307797,303.563,287.087,291.94
307797,303.563,287.087,291.94
307797,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.563,287.087,291.94
307798,303.564,287.087,291.94
307798,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307799,303.564,287.087,291.94
307800,303.564,287.087,291.94
307800,303.564,287.087,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307800,303.564,287.088,291.94
307900,303.609,287.123,291.955
307900,303.609,287.123,291.955
307920,303.617,287.132,291.958
308000,303.647,287.17,291.97
308000,303.647,287.17,291.97
308040,303.661,287.188,291.977
308100,303.679,287.214,291.986
308100,303.679,287.214,291.986
308160,303.695,287.238,291.995
308200,303.705,287.254,292.001
308200,303.705,287.254,292.001
308280,303.721,287.286,292.014
308300,303.724,287.293,292.017
308300,303.724,287.293,292.017
308400,303.737,287.331,292.033
308400,303.737,287.331,292.033
308400,303.737,287.331,292.033
308500,303.744,287.378,292.048
308500,303.744,287.378,292.048
308520,303.745,287.388,292.052
308600,303.745,287.426,292.064
308600,303.745,287.426,292.064
308640,303.743,287.444,292.07
308700,303.739,287.471,292.08
308700,303.739,287.471,292.08
308760,303.733,287.497,292.089
308800,303.727,287.514,292.096
308800,303.727,287.514,292.096
308880,303.712,287.548,292.108
308900,303.708,287.557,292.112
308900,303.708,287.557,292.112
309000,303.683,287.597,292.128
309000,303.683,287.597,292.128
309000,303.683,287.597,292.128
309100,303.652,287.637,292.143
309100,303.652,287.637,292.143
309120,303.645,287.645,292.147
309200,303.615,287.676,292.159
309200,303.615,287.676,292.159
309240,303.598,287.692,292.166
309300,303.572,287.715,292.175
309300,303.572,287.715,292.175
309360,303.542,287.737,292.185
309400,303.522,287.753,292.191
309400,303.522,287.753,292.191
309480,303.477,287.783,292.203
309500,303.465,287.79,292.207
309500,303.465,287.79,292.207
309600,303.403,287.827,292.222
309600,303.403,287.827,292.222
309600,303.403,287.827,292.222
309700,303.335,287.863,292.238
309700,303.335,287.863,292.238
309720,303.321,287.87,292.241
309800,303.262,287.898,292.253
309800,303.262,287.898,292.253
309840,303.231,287.912,292.26
309900,303.183,287.933,292.269
309900,303.183,287.933,292.269
309960,303.133,287.953,292.278
310000,303.099,287.967,292.284
310000,303.099,287.967,292.284
310080,303.028,287.993,292.296
310100,303.01,288,292.299
310100,303.01,288,292.299
310200,302.915,288.033,292.314
310200,302.915,288.033,292.314
310200,302.915,288.033,292.314
310300,302.816,288.066,292.329
310300,302.816,288.066,292.329
310320,302.796,288.072,292.332
310400,302.712,288.097,292.344
310400,302.712,288.097,292.344
310440,302.67,288.11,292.35
310500,302.604,288.128,292.359
310500,302.604,288.128,292.359
310560,302.537,288.146,292.368
310600,302.491,288.158,292.374
310600,302.491,288.158,292.374
310680,302.398,288.182,292.385
310700,302.375,288.188,292.388
310700,302.375,288.188,292.388
310800,302.254,288.217,292.402
310800,302.254,288.217,292.402
310800,302.254,288.217,292.402
310900,302.129,288.245,292.416
310900,302.129,288.245,292.416
310920,302.104,288.251,292.419
311000,302,288.273,292.43
311000,302,288.273,292.43
311040,301.948,288.284,292.435
311100,301.868,288.301,292.444
311100,301.868,288.301,292.444
311160,301.787,288.317,292.452
311200,301.733,288.328,292.457
311200,301.733,288.328,292.457
311280,301.622,288.349,292.468
311300,301.594,288.354,292.47
311300,301.594,288.354,292.47
311400,301.452,288.379,292.483
311400,301.452,288.379,292.483
311400,301.452,288.379,292.483
311500,301.308,288.404,292.496
311500,301.308,288.404,292.496
311520,301.278,288.409,292.499
311600,301.16,288.429,292.509
311600,301.16,288.429,292.509
311640,301.1,288.438,292.514
311700,301.009,288.452,292.521
311700,301.009,288.452,292.521
311760,300.917,288.466,292.529
311800,300.855,288.475,292.533
311800,300.855,288.475,292.533
311880,300.729,288.494,292.543
311900,300.697,288.498,292.545
311900,300.697,288.498,292.545
312000,300.537,288.52,292.557
312000,300.537,288.52,292.557
312000,300.537,288.52,292.557
312100,300.374,288.542,292.568
312100,300.374,288.542,292.568
312120,300.341,288.546,292.571
312200,300.208,288.563,292.579
312200,300.208,288.563,292.579
312240,300.141,288.572,292.584
312300,300.04,288.584,292.59
312300,300.04,288.584,292.59
312360,299.938,288.596,292.597
312400,299.87,288.604,292.601
312400,299.87,288.604,292.601
312480,299.732,288.62,292.609
312500,299.697,288.624,292.611
312500,299.697,288.624,292.611
312600,299.523,288.643,292.621
312600,299.523,288.643,292.621
312600,299.523,288.643,292.621
312700,299.347,288.661,292.631
312700,299.347,288.661,292.631
312720,299.312,288.664,292.633
312800,299.169,288.679,292.641
312800,299.169,288.679,292.641
312840,299.098,288.686,292.645
312900,298.991,288.696,292.65
312900,298.991,288.696,292.65
312960,298.883,288.706,292.656
313000,298.811,288.713,292.659
313000,298.811,288.713,292.659
313080,298.666,288.726,292.666
313100,298.63,288.729,292.668
313100,298.63,288.729,292.668
313200,298.449,288.745,292.676
313200,298.449,288.745,292.676
313200,298.449,288.745,292.676
313300,298.267,288.76,292.685
313300,298.267,288.76,292.685
313320,298.231,288.763,292.686
313400,298.085,288.775,292.693
313400,298.085,288.775,292.693
313440,298.012,288.781,292.696
313500,297.903,288.79,292.7
313500,297.903,288.79,292.7
313560,297.794,288.798,292.705
313600,297.722,288.804,292.708
313600,297.722,288.804,292.708
313680,297.577,288.815,292.713
313700,297.54,288.818,292.715
313700,297.54,288.818,292.715
313800,297.36,288.831,292.721
313800,297.36,288.831,292.721
313800,297.36,288.831,292.721
313900,297.18,288.843,292.728
313900,297.18,288.843,292.728
313920,297.145,288.846,292.729
314000,297.002,288.856,292.734
314000,297.002,288.856,292.734
314040,296.931,288.86,292.736
314100,296.825,288.867,292.74
314100,296.825,288.867,292.74
314160,296.719,288.874,292.743
314200,296.649,288.879,292.746
314200,296.649,288.879,292.746
314280,296.51,288.887,292.75
314300,296.475,288.89,292.751
314300,296.475,288.89,292.751
314400,296.303,288.9,292.756
314400,296.303,288.9,292.756
314400,296.303,288.9,292.756
314500,296.132,288.91,292.761
314500,296.132,288.91,292.761
314520,296.099,288.912,292.762
314600,295.964,288.92,292.765
314600,295.964,288.92,292.765
314640,295.898,288.924,292.767
314700,295.799,288.929,292.77
314700,295.799,288.929,292.77
314760,295.701,288.935,292.772
314800,295.636,288.938,292.774
314800,295.636,288.938,292.774
314880,295.508,288.945,292.777
314900,295.476,288.947,292.778
314900,295.476,288.947,292.778
315000,295.319,288.955,292.781
315000,295.319,288.955,292.781
315000,295.319,288.955,292.781
315100,295.165,288.964,292.784
315100,295.165,288.964,292.784
315120,295.166,288.965,292.785
315200,295.244,288.971,292.786
315200,295.244,288.971,292.786
315240,295.279,288.974,292.787
315300,295.327,288.979,292.788
315300,295.327,288.979,292.788
315360,295.37,288.984,292.788
315400,295.396,288.988,292.789
315400,295.396,288.988,292.789
315480,295.439,288.995,292.79
315500,295.448,288.997,292.79
315500,295.448,288.997,292.79
315600,295.483,289.006,292.791
315600,295.483,289.006,292.791
315600,295.483,289.006,292.791
315700,295.459,289.016,292.791
315700,295.459,289.016,292.791
315720,295.438,289.018,292.792
315800,295.265,289.025,292.792
315800,295.265,289.025,292.792
315840,295.124,289.029,292.792
315900,294.868,289.035,292.792
315900,294.868,289.035,292.792
315960,294.599,289.04,292.793
316000,294.43,289.043,292.793
316000,294.43,289.043,292.793
316080,294.137,289.049,292.793
316100,294.072,289.05,292.793
316100,294.072,289.05,292.793
316200,293.79,289.056,292.793
316200,293.79,289.056,292.793
316200,293.79,289.056,292.793
316300,293.547,289.061,292.793
316300,293.547,289.061,292.793
316320,293.502,289.061,292.793
316400,293.326,289.065,292.793
316400,293.326,289.065,292.793
316440,293.241,289.066,292.793
316500,293.105,289.068,292.793
316500,293.105,289.068,292.793
316560,292.927,289.07,292.792
316600,292.813,289.071,292.792
316600,292.813,289.071,292.792
316680,292.732,289.064,292.792
316700,292.716,289.063,292.792
316700,292.716,289.063,292.792
316800,292.636,289.055,292.791
316800,292.636,289.055,292.791
316800,292.636,289.055,292.791
316900,292.557,289.048,292.791
316900,292.557,289.048,292.791
316920,292.542,289.047,292.791
317000,292.48,289.042,292.79
317000,292.48,289.042,292.79
317040,292.449,289.04,292.79
317100,292.404,289.037,292.79
317100,292.404,289.037,292.79
317160,292.358,289.035,292.789
317200,292.328,289.033,292.789
317200,292.328,289.033,292.789
317280,292.269,289.03,292.788
317300,292.254,289.029,292.788
317300,292.254,289.029,292.788
317400,292.18,289.026,292.787
317400,292.18,289.026,292.787
317400,292.18,289.026,292.787
317500,292.108,289.023,292.787
317500,292.108,289.023,292.787
317520,292.093,289.022,292.786
317600,292.035,289.02,292.786
317600,292.035,289.02,292.786
317640,292.007,289.019,292.785
317700,291.964,289.017,292.785
317700,291.964,289.017,292.785
317760,291.921,289.016,292.784
317800,291.892,289.015,292.784
317800,291.892,289.015,292.784
317880,291.835,289.013,292.783
317900,291.821,289.013,292.783
317900,291.821,289.013,292.783
318000,291.751,289.011,292.782
318000,291.751,289.011,292.782
318000,291.751,289.011,292.782
318100,291.68,289.009,292.781
318100,291.68,289.009,292.781
318120,291.666,289.008,292.78
318200,291.61,289.007,292.779
318200,291.61,289.007,292.779
318240,291.582,289.006,292.779
318300,291.54,289.005,292.778
318300,291.54,289.005,292.778
318360,291.498,289.004,292.778
318400,291.47,289.004,292.777
318400,291.47,289.004,292.777
318480,291.414,289.002,292.776
318500,291.4,289.002,292.776
318500,291.4,289.002,292.776
318600,291.33,289.001,292.775
318600,291.33,289.001,292.775
318600,291.33,289.001,292.775
318700,291.26,288.999,292.773
318700,291.26,288.999,292.773
318720,291.246,288.999,292.773
318800,291.19,288.998,292.772
318800,291.19,288.998,292.772
318840,291.162,288.998,292.772
318900,291.12,288.997,292.771
318900,291.12,288.997,292.771
318960,291.078,288.996,292.77
319000,291.05,288.996,292.769
319000,291.05,288.996,292.769
319080,290.993,288.995,292.768
319100,290.979,288.995,292.768
319100,290.979,288.995,292.768
319200,290.909,288.994,292.767
319200,290.909,288.994,292.767
319200,290.909,288.994,292.767
319300,290.839,288.993,292.765
319300,290.839,288.993,292.765
319320,290.825,288.993,292.765
319400,290.769,288.992,292.764
319400,290.769,288.992,292.764
319440,290.741,288.991,292.763
319500,290.699,288.991,292.762
319500,290.699,288.991,292.762
319560,290.656,288.99,292.762
319600,290.628,288.99,292.761
319600,290.628,288.99,292.761
319680,290.572,288.989,292.76
319700,290.558,288.989,292.759
319700,290.558,288.989,292.759
319800,290.488,288.988,292.758
319800,290.488,288.988,292.758
319800,290.488,288.988,292.758
319900,290.418,288.988,292.757
319900,290.418,288.988,292.757
319920,290.404,288.987,292.756
320000,290.349,288.987,292.755
320000,290.349,288.987,292.755
320040,290.321,288.987,292.754
320100,290.279,288.986,292.753
320100,290.279,288.986,292.753
320160,290.238,288.986,292.753
320200,290.21,288.985,292.752
320200,290.21,288.985,292.752
320280,290.155,288.985,292.751
320300,290.141,288.985,292.75
320300,290.141,288.985,292.75
320400,290.073,288.984,292.749
320400,290.073,288.984,292.749
320400,290.073,288.984,292.749
320500,290.005,288.983,292.747
320500,290.005,288.983,292.747
320520,289.991,288.983,292.747
320600,289.938,288.983,292.746
320600,289.938,288.983,292.746
320640,289.911,288.982,292.745
320700,289.871,288.982,292.744
320700,289.871,288.982,292.744
320760,289.831,288.982,292.743
320800,289.805,288.982,292.742
320800,289.805,288.982,292.742
320880,289.752,288.981,292.741
320900,289.739,288.981,292.741
320900,289.739,288.981,292.741
321000,289.673,288.98,292.739
321000,289.673,288.98,292.739
321000,289.673,288.98,292.739
321100,289.608,288.98,292.737
321100,289.608,288.98,292.737
321120,289.596,288.98,292.737
321200,289.544,288.979,292.736
321200,289.544,288.979,292.736
321240,289.519,288.979,292.735
321300,289.48,288.979,292.734
321300,289.48,288.979,292.734
321360,289.442,288.978,292.733
321400,289.417,288.978,292.732
321400,289.417,288.978,292.732
321480,289.367,288.978,292.731
321500,289.354,288.978,292.731
321500,289.354,288.978,292.731
321600,289.292,288.977,292.729
321600,289.292,288.977,292.729
321600,289.292,288.977,292.729
321700,289.23,288.977,292.727
321700,289.23,288.977,292.727
321720,289.218,288.976,292.727
321800,289.169,288.976,292.726
321800,289.169,288.976,292.726
321840,289.144,288.976,292.725
321900,289.108,288.976,292.724
321900,289.108,288.976,292.724
321960,289.072,288.975,292.723
322000,289.048,288.975,292.722
322000,289.048,288.975,292.722
322080,289,288.975,292.721
322100,288.988,288.975,292.72
322100,288.988,288.975,292.72
322200,288.928,288.974,292.719
322200,288.928,288.974,292.719
322200,288.928,288.974,292.719
322300,288.87,288.974,292.717
322300,288.87,288.974,292.717
322320,288.858,288.974,292.716
322326,288.855,288.974,292.716
322326,288.855,288.974,292.716
322400,288.813,288.973,292.715
322400,288.813,288.973,292.715
322440,288.79,288.973,292.714
322500,288.757,288.973,292.713
322500,288.757,288.973,292.713
322560,288.724,288.973,292.712
322600,288.702,288.972,292.712
322600,288.702,288.972,292.712
322680,288.659,288.972,292.71
322700,288.648,288.972,292.71
322700,288.648,288.972,292.71
322800,288.594,288.972,292.708
322800,288.594,288.972,292.708
322800,288.594,288.972,292.708
322900,288.54,288.971,292.706
322900,288.54,288.971,292.706
322920,288.53,288.971,292.706
323000,288.487,288.971,292.704
323000,288.487,288.971,292.704
323040,288.466,288.971,292.704
323100,288.435,288.97,292.702
323100,288.435,288.97,292.702
323160,288.403,288.97,292.701
323200,288.383,288.97,292.701
323200,288.383,288.97,292.701
323280,288.341,288.97,292.699
323300,288.331,288.97,292.699
323300,288.331,288.97,292.699
323400,288.28,288.969,292.697
323400,288.28,288.969,292.697
323400,288.28,288.969,292.697
323500,288.229,288.969,292.695
323500,288.229,288.969,292.695
323520,288.219,288.969,292.695
323600,288.179,288.968,292.693
323600,288.179,288.968,292.693
323640,288.159,288.968,292.692
323700,288.129,288.968,292.691
323700,288.129,288.968,292.691
323760,288.1,288.968,292.69
323800,288.08,288.968,292.689
323800,288.08,288.968,292.689
323880,288.041,288.968,292.688
323900,288.031,288.968,292.688
323900,288.031,288.968,292.688
324000,287.983,288.967,292.686
324000,287.983,288.967,292.686
324000,287.983,288.967,292.686
324100,287.935,288.967,292.684
324100,287.935,288.967,292.684
324120,287.925,288.967,292.683
324200,287.888,288.967,292.682
324200,287.888,288.967,292.682
324240,287.869,288.967,292.681
324300,287.841,288.966,292.68
324300,287.841,288.966,292.68
324360,287.813,288.966,292.679
324400,287.795,288.966,292.678
324400,287.795,288.966,292.678
324480,287.758,288.966,292.676
324500,287.749,288.966,292.676
324500,287.749,288.966,292.676
324600,287.704,288.966,292.674
324600,287.704,288.966,292.674
324600,287.704,288.966,292.674
324700,287.66,288.965,292.672
324700,287.66,288.965,292.672
324720,287.651,288.965,292.672
324800,287.617,288.965,292.67
324800,287.617,288.965,292.67
324840,287.599,288.965,292.669
324900,287.574,288.965,292.668
324900,287.574,288.965,292.668
324960,287.548,288.965,292.667
325000,287.532,288.965,292.666
325000,287.532,288.965,292.666
325080,287.499,288.965,292.665
325100,287.49,288.965,292.664
325100,287.49,288.965,292.664
325200,287.45,288.965,292.662
325200,287.45,288.965,292.662
325200,287.45,288.965,292.662
325300,287.41,288.964,292.66
325300,287.41,288.964,292.66
325320,287.402,288.964,292.66
325400,287.371,288.964,292.659
325400,287.371,288.964,292.659
325440,287.356,288.964,292.658
325500,287.333,288.964,292.657
325500,287.333,288.964,292.657
325560,287.31,288.964,292.655
325600,287.295,288.964,292.655
325600,287.295,288.964,292.655
325680,287.266,288.964,292.653
325700,287.259,288.964,292.653
325700,287.259,288.964,292.653
325800,287.223,288.964,292.651
325800,287.223,288.964,292.651
325800,287.223,288.964,292.651
325900,287.187,288.964,292.649
325900,287.187,288.964,292.649
325920,287.181,288.964,292.648
326000,287.153,288.964,292.647
326000,287.153,288.964,292.647
326040,287.139,288.964,292.646
326100,287.119,288.964,292.645
326100,287.119,288.964,292.645
326160,287.1,288.964,292.644
326200,287.086,288.964,292.643
326200,287.086,288.964,292.643
326280,287.061,288.964,292.641
326300,287.054,288.964,292.641
326300,287.054,288.964,292.641
326400,287.023,288.964,292.639
326400,287.023,288.964,292.639
326400,287.023,288.964,292.639
326500,286.992,288.964,292.637
326500,286.992,288.964,292.637
326520,286.986,288.964,292.636
326600,286.962,288.964,292.635
326600,286.962,288.964,292.635
326640,286.95,288.964,292.634
326700,286.932,288.964,292.633
326700,286.932,288.964,292.633
326760,286.915,288.964,292.632
326800,286.903,288.964,292.631
326800,286.903,288.964,292.631
326880,286.88,288.964,292.629
326900,286.875,288.964,292.629
326900,286.875,288.964,292.629
327000,286.847,288.964,292.627
327000,286.847,288.964,292.627
327000,286.847,288.964,292.627
327100,286.82,288.964,292.625
327100,286.82,288.964,292.625
327120,286.814,288.964,292.624
327200,286.793,288.964,292.623
327200,286.793,288.964,292.623
327240,286.782,288.964,292.622
327300,286.766,288.964,292.621
327300,286.766,288.964,292.621
327360,286.751,288.964,292.62
327400,286.74,288.964,292.619
327400,286.74,288.964,292.619
327480,286.72,288.964,292.617
327500,286.715,288.964,292.617
327500,286.715,288.964,292.617
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327564,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327565,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327566,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.698,288.964,292.616
327567,286.697,288.964,292.616
327567,286.697,288.964,292.616
327567,286.697,288.964,292.616
327567,286.697,288.964,292.616
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327568,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327569,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327570,286.697,288.964,292.615
327571,286.697,288.964,292.615
327571,286.697,288.964,292.615
327571,286.697,288.964,292.615
327571,286.697,288.964,292.615
327571,286.696,288.964,292.615
327571,286.696,288.964,292.615
327571,286.696,288.964,292.615
327571,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327572,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327573,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327574,286.696,288.964,292.615
327575,286.696,288.964,292.615
327575,286.696,288.964,292.615
327575,286.695,288.964,292.615
327575,286.695,288.964,292.615
327575,286.695,288.964,292.615
327575,286.695,288.964,292.615
327575,286.695,288.964,292.615
327575,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327576,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327577,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327578,286.695,288.964,292.615
327579,286.695,288.964,292.615
327579,286.695,288.964,292.615
327579,286.695,288.964,292.615
327579,286.695,288.964,292.615
327579,286.694,288.964,292.615
327579,286.694,288.964,292.615
327579,286.694,288.964,292.615
327579,286.694,288.964,292.615
327579,286.694,288.964,292.615
327579,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327580,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327581,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327582,286.694,288.964,292.615
327583,286.694,288.964,292.615
327583,286.694,288.964,292.615
327583,286.694,288.964,292.615
327583,286.694,288.964,292.615
327583,286.693,288.964,292.615
327583,286.693,288.964,292.615
327583,286.693,288.964,292.615
327583,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327584,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327585,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327586,286.693,288.964,292.615
327587,286.693,288.964,292.615
327587,286.693,288.964,292.615
327587,286.692,288.964,292.615
327587,286.692,288.964,292.615
327587,286.692,288.964,292.615
327587,286.692,288.964,292.615
327587,286.692,288.964,292.615
327587,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327588,286.692,288.964,292.615
327589,286.692,288.964,292.615
327589,286.692,288.964,292.615
327589,286.692,288.964,292.615
